576,"SILK Light Chocolate, soymilk",100 g,49,0.6 g,9.05 g,0.8 g,7.82 g,0 g,0 g,0.62 g,0.64 g,0 mg,87.63 g
577,"Candies, sugar-coated almonds",100 g,474,18 g,68.26 g,2.5 g,62.50 g,0 g,0 g,17.93 g,1.51 g,0 mg,2.30 g
578,"KELLOGG'S, Corn Flakes Crumbs",100 g,367,0.4 g,84.40 g,1.2 g,9.30 g,0 g,0 g,0.40 g,0 g,0 mg,3.00 g
579,"Cheese, queso seco, dry white",100 g,325,24 g,2.04 g,0 g,0.55 g,0.00 g,0.25 g,24.35 g,6.93 g,0 mg,42.17 g
580,"Fish, raw, wild, coho, salmon",100 g,146,5.9 g,0.00 g,0 g,0 g,0 g,0 g,5.93 g,1.21 g,0 mg,72.66 g
581,"Beets, drained solids, canned",100 g,31,0.1 g,7.21 g,1.8 g,5.51 g,0 g,0 g,0.14 g,0.78 g,0 mg,90.96 g
582,"Beef, reduced sodium, bologna",100 g,310,28 g,2.00 g,0 g,0 g,0 g,0 g,28.40 g,3.10 g,0 mg,54.80 g
583,"Fast foods, hot fudge, sundae",100 g,180,5.5 g,30.17 g,0 g,0 g,0 g,0 g,5.46 g,1.10 g,1.00 mg,59.70 g
584,"KEEBLER, Iced Oatmeal Cookies",100 g,467,18 g,69.50 g,4.1 g,35.60 g,0 g,0 g,18.30 g,0 g,0 mg,4.50 g
585,"Ice creams, fat free, vanilla",100 g,138,0 g,30.06 g,1.0 g,6.30 g,0 g,0 g,0.00 g,1.11 g,0 mg,64.35 g
586,"Turkey Pot Pie, frozen entree",100 g,176,8.8 g,17.70 g,1.1 g,0 g,0 g,0 g,8.80 g,1.30 g,0 mg,65.70 g
587,"Peanut butter, reduced sodium",100 g,590,50 g,21.83 g,6.6 g,9.29 g,0 g,0 g,49.90 g,3.17 g,0 mg,1.10 g
588,"Oil, salad or cooking, peanut",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
589,"Turkey, raw, meat only, whole",100 g,112,1.9 g,0.14 g,0 g,0.07 g,0.00 g,0  g,1.93 g,1.04 g,0 mg,75.37 g
590,"Syrups, fudge-type, chocolate",100 g,350,8.9 g,62.90 g,2.8 g,34.82 g,0 g,0 g,8.90 g,1.80 g,7.00 mg,21.80 g
591,"Corn, steamed (Navajo), white",100 g,386,5.2 g,75.20 g,16.6 g,6.47 g,1.09 g,0  g,5.18 g,1.81 g,0 mg,8.09 g
592,"Fish, raw, mixed species, eel",100 g,184,12 g,0.00 g,0 g,0 g,0 g,0 g,11.66 g,1.41 g,0 mg,68.26 g
593,"Spices, dried, coriander leaf",100 g,279,4.8 g,52.10 g,10.4 g,7.27 g,0 g,0 g,4.78 g,14.08 g,0 mg,7.30 g
594,"Popovers, unenriched, dry mix",100 g,371,4.3 g,71.00 g,0 g,0 g,0 g,0 g,4.30 g,2.60 g,0 mg,11.70 g
595,"Lemon grass (citronella), raw",100 g,99,0.5 g,25.31 g,0 g,0 g,0 g,0 g,0.49 g,1.80 g,0 mg,70.58 g
596,"Candies, with almonds, nougat",100 g,398,1.7 g,92.39 g,3.3 g,44.97 g,0 g,0 g,1.67 g,0.46 g,0 mg,2.15 g
597,"Fish, raw, Atlantic, mackerel",100 g,205,14 g,0.00 g,0 g,0 g,0 g,0 g,13.89 g,1.35 g,0 mg,63.55 g
598,"Candies, REESE'S PIECES Candy",100 g,497,25 g,59.86 g,3.0 g,53.25 g,0 g,0 g,24.77 g,1.81 g,0 mg,1.00 g
599,"Sauce, ready-to-serve, cheese",100 g,174,13 g,6.83 g,0.5 g,0.42 g,0 g,0 g,13.29 g,2.67 g,0 mg,70.50 g
600,"Noodles, unenriched, dry, egg",100 g,384,4.4 g,71.27 g,3.3 g,1.88 g,0.10 g,0  g,4.44 g,1.12 g,0 mg,9.01 g
601,"Egg, scrambled, cooked, whole",100 g,149,11 g,1.61 g,0 g,1.39 g,0.28 g,1.11 g,10.98 g,1.01 g,0 mg,76.40 g
602,"Egg, raw, fresh, whole, goose",100 g,185,13 g,1.35 g,0 g,0.94 g,0 g,0 g,13.27 g,1.08 g,0 mg,70.43 g
603,"Jujube, dried, fresh, Chinese",100 g,281,0.5 g,72.52 g,6.0 g,0 g,18.28 g,0 g,0.50 g,2.08 g,0 mg,20.19 g
604,"GIRL SCOUTS, Trefoils Cookies",100 g,498,23 g,68.00 g,1.6 g,20.70 g,0 g,0 g,22.90 g,0 g,0 mg,2.50 g
605,"Quail, raw, meat only, breast",100 g,123,3 g,0.00 g,0 g,0 g,0 g,0 g,2.99 g,1.27 g,0 mg,71.67 g
606,"Blueberries, sweetened, dried",100 g,317,2.5 g,80.00 g,7.5 g,67.50 g,0 g,0 g,2.50 g,0.73 g,0 mg,14.80 g
607,"McDONALD'S, Hot Mustard Sauce",100 g,190,7.3 g,29.08 g,5.0 g,21.76 g,11.20 g,0  g,7.31 g,2.36 g,0 mg,58.65 g
608,"Candies, PAYDAY Bar, HERSHEYS",100 g,490,25 g,52.88 g,3.8 g,40.32 g,0 g,0 g,25.00 g,1.70 g,0 mg,6.97 g
609,"Sauce, ready-to-serve, tartar",100 g,211,17 g,13.30 g,0.5 g,4.25 g,0 g,0 g,16.70 g,1.96 g,0 mg,67.00 g
610,Pulled pork in barbecue sauce,100 g,168,4.4 g,18.74 g,1.2 g,15.20 g,6.36 g,0  g,4.42 g,2.65 g,0 mg,60.99 g
611,"Sauce, thick, white, homemade",100 g,186,14 g,11.61 g,0.3 g,3.98 g,0 g,0 g,13.83 g,1.47 g,0 mg,69.10 g
612,"Veal, broiled, cooked, ground",100 g,172,7.6 g,0.00 g,0 g,0 g,0 g,0 g,7.56 g,1.31 g,0 mg,66.76 g
613,"Bison, raw, grass-fed, ground",100 g,146,7.2 g,0.05 g,0 g,0 g,0 g,0 g,7.21 g,0.91 g,0 mg,71.59 g
614,"Bread, bollilo, Mexican, roll",100 g,318,5.8 g,55.77 g,2.2 g,3.55 g,0.40 g,0  g,5.80 g,1.73 g,0 mg,26.05 g
615,"McDONALD'S, Chicken McNUGGETS",100 g,302,20 g,15.09 g,0 g,0.08 g,0.00 g,0  g,19.81 g,2.19 g,0 mg,47.13 g
616,"Currants, raw, european black",100 g,63,0.4 g,15.38 g,0 g,0 g,0 g,0 g,0.41 g,0.86 g,0 mg,81.96 g
617,"Pineapple, all varieties, raw",100 g,50,0.1 g,13.12 g,1.4 g,9.85 g,1.73 g,0  g,0.12 g,0.22 g,0 mg,86.00 g
618,"Fish, raw, Atlantic, wolffish",100 g,96,2.4 g,0.00 g,0 g,0 g,0 g,0 g,2.39 g,1.16 g,0 mg,79.90 g
619,"Cereals ready-to-eat, FAMILIA",100 g,388,6.3 g,73.80 g,8.5 g,23.20 g,0 g,0 g,6.30 g,8.50 g,0 mg,1.90 g
620,"Leavening agents, baking soda",100 g,0,0 g,0.00 g,0 g,0 g,0 g,0 g,0.00 g,36.90 g,0 mg,0.20 g
621,"Asparagus, unprepared, frozen",100 g,24,0.2 g,4.10 g,1.9 g,0 g,0 g,0 g,0.23 g,0.62 g,0 mg,91.82 g
622,"English muffins, whole-wheat",100 g,203,2.1 g,40.40 g,6.7 g,8.09 g,0 g,0 g,2.10 g,2.80 g,0 mg,45.70 g
623,"Ice creams, light, chocolate",100 g,187,7.2 g,25.70 g,0.8 g,24.71 g,0 g,0 g,7.19 g,0.69 g,2.00 mg,61.43 g
624,"Crackers, wheat, melba toast",100 g,374,2.3 g,76.40 g,7.4 g,0 g,0 g,0 g,2.30 g,2.90 g,0 mg,5.50 g
625,"Crackers, plain, melba toast",100 g,390,3.2 g,76.60 g,6.3 g,0.94 g,0 g,0 g,3.20 g,3.00 g,0 mg,5.10 g
626,"Crackers, plain, wafers, rye",100 g,334,0.9 g,80.40 g,22.9 g,1.01 g,0 g,0 g,0.90 g,4.10 g,0 mg,5.00 g
627,"Apples, with skin, gala, raw",100 g,57,0.1 g,13.68 g,2.3 g,10.37 g,1.66 g,0  g,0.12 g,0.20 g,0 mg,85.76 g
628,"Fish, dry heat, cooked, ling",100 g,111,0.8 g,0.00 g,0 g,0 g,0 g,0 g,0.82 g,1.79 g,0 mg,73.88 g
629,"Fish, dry heat, cooked, cusk",100 g,112,0.9 g,0.00 g,0 g,0 g,0 g,0 g,0.88 g,1.60 g,0 mg,69.68 g
630,"Peanut spread, reduced sugar",100 g,650,55 g,14.23 g,7.8 g,6.35 g,0 g,0 g,54.89 g,4.15 g,0 mg,1.93 g
631,"Beerwurst, pork, beer salami",100 g,238,19 g,2.06 g,0 g,0 g,0 g,0 g,18.80 g,3.44 g,0 mg,61.46 g
632,"Babyfood, junior, beef, meat",100 g,81,2.5 g,2.43 g,0 g,0 g,0 g,0 g,2.52 g,0.57 g,0 mg,82.44 g
633,"Peppers, sauteed, red, sweet",100 g,133,13 g,6.57 g,1.8 g,4.28 g,1.91 g,0  g,12.75 g,0.70 g,0 mg,78.95 g
634,"Tree fern, with salt, cooked",100 g,40,0.1 g,10.78 g,3.7 g,0 g,0 g,0 g,0.07 g,0.26 g,0 mg,88.60 g
635,"Pheasant, meat and skin, raw",100 g,181,9.3 g,0.00 g,0 g,0 g,0 g,0 g,9.29 g,1.27 g,0 mg,67.77 g
636,"Oil, salad or cooking, olive",100 g,884,100 g,0.00 g,0 g,0 g,0 g,0 g,100.00 g,0.00 g,0 mg,0.00 g
637,"Squash, raw, hubbard, winter",100 g,40,0.5 g,8.70 g,3.9 g,3.95 g,0 g,0 g,0.50 g,0.80 g,0 mg,88.00 g
638,"Rambutan, syrup pack, canned",100 g,82,0.2 g,20.87 g,0.9 g,0 g,0 g,0 g,0.21 g,0.23 g,0 mg,78.04 g
639,"Fish, raw, Atlantic, herring",100 g,158,9 g,0.00 g,0 g,0 g,0 g,0 g,9.04 g,1.46 g,0 mg,72.05 g
640,"Bologna, beef, pork, chicken",100 g,272,23 g,5.61 g,0 g,0 g,0 g,0 g,22.73 g,3.93 g,0 mg,56.42 g
641,"DENNY'S, golden fried shrimp",100 g,319,20 g,20.93 g,1.5 g,0.75 g,0.20 g,0  g,20.01 g,4.14 g,0 mg,41.05 g
642,"McDONALD'S, Hot Fudge Sundae",100 g,186,5.9 g,30.05 g,0.4 g,26.89 g,0.79 g,5.86 g,5.91 g,1.09 g,0 mg,58.81 g
643,"Fish, raw, spanish, mackerel",100 g,139,6.3 g,0.00 g,0 g,0 g,0 g,0 g,6.30 g,1.27 g,0 mg,71.67 g
644,"PEPPERIDGE FARM, White Bread",100 g,280,5.1 g,50.20 g,1.6 g,5.10 g,0 g,0 g,5.10 g,2.30 g,0 mg,33.80 g
645,"Crackers, low sodium, cheese",100 g,503,25 g,58.20 g,2.4 g,0.28 g,0 g,0 g,25.30 g,3.30 g,0 mg,3.10 g
646,"USDA Commodity, canned, pork",100 g,196,13 g,0.59 g,0 g,0 g,0 g,0 g,12.95 g,1.24 g,0 mg,65.82 g
647,Orange Pineapple Juice Blend,100 g,51,0.1 g,12.20 g,0.2 g,10.57 g,0 g,0 g,0.08 g,0.35 g,0 mg,87.24 g
648,"Beverages, hard cider, AMBER",100 g,56,0 g,5.92 g,0 g,5.92 g,0 g,0 g,0.00 g,1.35 g,0 mg,89.00 g
649,"Babyfood, apple-banana juice",100 g,51,0.1 g,12.30 g,0.2 g,11.00 g,0 g,0 g,0.10 g,0.26 g,0 mg,87.10 g
650,"Spices, ground, mustard seed",100 g,508,36 g,28.09 g,12.2 g,6.79 g,2.88 g,0  g,36.24 g,4.33 g,0 mg,5.27 g
651,"ON THE BORDER, refried beans",100 g,144,5 g,17.52 g,8.2 g,0.84 g,0.00 g,0  g,5.00 g,2.01 g,0 mg,68.17 g
